ML#,City,Zip Code,List Price,Original List Price,Close Price,Legal Subdivision,Status,Date Quarter,Close Date,DOMM,DOMP,Baths All,Bedrooms,Condo Coop Fee,HOA Fee,Lot Sqft,Total Square Footage,Type,Parking,Has Garage
MC8318578,GERMANTOWN,20874,224900,224900,224900,GUNNERS LAKE VILLAGE,SOLD,2,5/30/2014,14,14,2,2,,65,1251,0,Townhouse,Assigned,FALSE
MC8325849,BURTONSVILLE,20866,224900,224900,224000,SADDLE CREEK,SOLD,2,5/30/2014,3,3,2,2,,54.45,1059,0,Townhouse,"Assigned, Surface",FALSE
MC8270169,GAITHERSBURG,20878,223000,230000,219000,VISTAS WASHINGTONIAN WOO,SOLD,2,5/30/2014,78,78,2,2,376,46.85,,947,Garden 1-4 Floors,"Prk Space Cnvys, Unassigned, Faces Front",FALSE
MC8322822,BETHESDA,20817,220000,220000,220000,SPRINGLAKE,SOLD,2,5/30/2014,7,7,1,2,433,,,922,Garden 1-4 Floors,"Unassigned, Free, Permit Required",FALSE
MC8317878,GERMANTOWN,20874,218900,218900,218900,BROOKSTONE CODM,SOLD,2,5/30/2014,11,11,2,2,295,43,,949,Garden 1-4 Floors,"Assigned, Unassigned",FALSE
MC8279056,MONTGOMERY VILLAGE,20886,209000,219900,210000,ESSEX PLACE - MONTG VILL,SOLD,2,5/30/2014,51,51,2,3,,104,1050,1300,Townhouse,Assigned,FALSE
MC8284571,GAITHERSBURG,20886,209000,209000,204000,THOMAS CHOICE WEST,SOLD,2,5/30/2014,28,28,3,2,,270.82,705,0,Townhouse,Unassigned,FALSE
MC8327658,SILVER SPRING,20905,199900,199900,210000,PEACHWOOD,SOLD,2,5/30/2014,5,5,2,3,,60,1500,0,Townhouse,Street,FALSE
MC8271774,SILVER SPRING,20901,199000,215000,195000,PARKSIDE PLAZA CODM,SOLD,2,5/30/2014,70,70,1,2,733.94,,,1172,Hi-Rise 9+ Floors,"Unassigned, Surface",FALSE
MC8219230,NORTH BETHESDA,20852,189900,203556,180000,GALLERY AT WHITE FLINT P,SOLD,2,5/30/2014,168,168,1,0,158,0,,638,Hi-Rise 9+ Floors,"Assigned, Garage, Garage Door Opener",TRUE
MC8276095,MONTGOMERY VILLAGE,20886,189900,189900,190000,THOMAS CHOICE WEST,SOLD,2,5/30/2014,15,15,2,3,,270.82,660,0,Townhouse,Unassigned,FALSE
MC8248016,GERMANTOWN,20874,164888,167774,155000,ASHMORE @ GERMANTOWN COD,SOLD,2,5/30/2014,74,74,2,2,286.73,0,,1086,Garden 1-4 Floors,Assigned,FALSE
MC8321490,SILVER SPRING,20906,153000,153000,150500,ROSSMOOR MUTUAL #19B,SOLD,2,5/30/2014,24,24,2,3,464,0,,1340,Garden 1-4 Floors,Assigned,FALSE
MC8311725,SILVER SPRING,20906,125000,125000,119000,GLENWAYE GARDENS,SOLD,2,5/30/2014,16,16,2,2,498,,,1029,Mid-Rise 5-8 Floors,Permit Required,FALSE
MC8260754,GAITHERSBURG,20886,113000,113000,105000,THOMAS CHOICE GARDNS COD,SOLD,2,5/30/2014,85,85,2,2,525,,,1050,Garden 1-4 Floors,Unassigned,FALSE
MC8192001,SILVER SPRING,20906,99900,115000,95000,GREENS AT LEISURE WORLD ,SOLD,2,5/30/2014,193,193,1,1,460,0,,850,Hi-Rise 9+ Floors,Surface,FALSE
MC8286902,SILVER SPRING,20906,70000,70000,67000,MONTGOMERY MUTUAL COOP,SOLD,2,5/30/2014,32,32,1,2,704,,,1035,Garden 1-4 Floors,Assigned,FALSE
MC8291322,SILVER SPRING,20910,727000,727000,727000,CAPITOL VIEW PARK,SOLD,2,5/31/2014,19,19,3,5,,,12643,3350,Detached,"Street, Drvwy/Off Str",FALSE
MC8328472,POTOMAC,20854,649900,649900,649900,REGENCY ESTATES,SOLD,2,5/31/2014,5,5,4,4,,,11942,0,Detached,"Carport, Concrete Driveway",FALSE
MC8307528,ROCKVILLE,20850,585000,585000,580000,FALLS GROVE,SOLD,2,5/31/2014,8,8,4,3,,85,1386,0,Townhouse,Garage,TRUE
MC8302967,CLARKSBURG,20871,459000,469000,435000,CLARKSBURG VILLAGE,SOLD,2,5/31/2014,40,40,4,4,,76,1875,2456,Townhouse,Garage,TRUE
MC8313711,SILVER SPRING,20905,299000,299000,283000,COLESVILLE OUTSIDE,SOLD,2,5/31/2014,8,8,3,4,,,11368,0,Detached,Gravel Driveway,FALSE
MC8215254,SILVER SPRING,20906,45000,45000,40000,MONTGOMERY MUTUAL COOP,SOLD,2,5/31/2014,165,165,1,1,645,,,635,Garden 1-4 Floors,Assigned,FALSE
MC8303207,SILVER SPRING,20901,500000,489000,500000,ARGYLE PARK,SOLD,2,6/1/2014,13,13,2,4,,,13585,0,Detached,Garage,TRUE
MC8162083,SILVER SPRING,20906,100000,120000,96000,THE GRNS AT LEISURE WRLD,SOLD,2,6/1/2014,123,396,1,1,414,0,,860,Hi-Rise 9+ Floors,Surface,FALSE
MC8303207,SILVER SPRING,20901,500000,489000,500000,ARGYLE PARK,SOLD,2,6/1/2014,13,13,2,4,,,13585,0,Detached,Garage,TRUE
MC8162083,SILVER SPRING,20906,100000,120000,96000,THE GRNS AT LEISURE WRLD,SOLD,2,6/1/2014,123,396,1,1,414,0,,860,Hi-Rise 9+ Floors,Surface,FALSE
MC8279246,BETHESDA,20817,4200000,4200000,4000000,BRADLEY HILLS GROVE,SOLD,2,6/2/2014,26,26,7,5,,,30755,8800,Detached,"Garage, Garage Door Opener",TRUE
MC8323291,BETHESDA,20817,1949000,1949000,1885000,BRADMOOR,SOLD,2,6/2/2014,22,22,6,6,,,9833,0,Detached,"Garage Door Opener, Concrete Driveway, Garage",TRUE
MC8296836,OLNEY,20832,1088000,1088000,1050000,RESERVE AT FAIR HILL,SOLD,2,6/2/2014,32,32,5,6,,406,20523,6952,Detached,Garage,TRUE
MC8297587,BETHESDA,20816,1025000,1025000,992000,SPRINGFIELD,SOLD,2,6/2/2014,34,34,5,4,,,8205,2900,Detached,Garage,TRUE
MC8324639,BETHESDA,20816,989000,989000,1175000,WESTGATE,SOLD,2,6/2/2014,4,4,4,4,,,6454,0,Detached,Garage,TRUE
MC8296058,ROCKVILLE,20850,939000,939000,905500,LAKEWOOD GLEN,SOLD,2,6/2/2014,30,30,4,4,,0,42911,2820,Detached,Garage,TRUE
MC8314986,POTOMAC,20854,900000,900000,917102.73,FOX HILLS,SOLD,2,6/2/2014,7,7,4,5,,,14704,0,Detached,Garage,TRUE
MC8305394,ROCKVILLE,20852,879000,879000,881000,NORTH FARM,SOLD,2,6/2/2014,3,3,4,5,,,14027,0,Detached,"Garage, Asphalt Driveway",TRUE
MC8139069,BETHESDA,20817,849000,925000,790000,CARDEROCK SPRINGS,SOLD,2,6/2/2014,247,247,4,4,,,11049,3000,Detached,Garage,TRUE
MC8340802,BETHESDA,20814,787000,787000,787000,WILDWOOD MANOR,SOLD,2,6/2/2014,0,0,4,4,,,9182,2528,Detached,Drvwy/Off Str,FALSE
MC8305531,GAITHERSBURG,20878,774900,774900,774900,KENTLANDS HILL DISTRICT,SOLD,2,6/2/2014,2,2,3,4,,111.99,5040,0,Detached,Garage,TRUE
MC8310306,POTOMAC,20854,700000,750000,700000,POTOMAC COMMONS,SOLD,2,6/2/2014,21,21,3,4,,,10500,2700,Detached,Garage,TRUE
MC8281638,NORTH BETHESDA,20852,699900,749000,650000,OLD GEORGETOWN VILL CODM,SOLD,2,6/2/2014,62,62,3,3,888,,,1920,Mid-Rise 5-8 Floors,Garage,TRUE
MC8285319,SILVER SPRING,20902,675000,675000,675000,FOREST GROVE,SOLD,2,6/2/2014,19,19,3,3,,,15000,2783,Detached,"DW - Circular, Garage",TRUE
MC8303652,GAITHERSBURG,20879,674900,674900,660000,GOSHEN ESTATES,SOLD,2,6/2/2014,32,32,4,4,,,42245,4763,Detached,"Faces Side, Drvwy/Off Str, Garage, Paved Driveway, Garage Door Opener",TRUE
MC8290781,GAITHERSBURG,20878,659000,659000,645000,CROWN POINTE,SOLD,2,6/2/2014,13,13,4,3,,318,2154,0,Townhouse,Garage,TRUE
MC8205651,SILVER SPRING,20906,639900,628157,671065,LAYHILL OVERLOOK,SOLD,2,6/2/2014,160,160,4,4,,98,8980,3380,Detached,"Garage, Drvwy/Off Str",TRUE
MC8329460,KENSINGTON,20895,629000,629000,629000,WARNERS ADD KENSINGTON,SOLD,2,6/2/2014,8,8,2,3,,,6000,0,Detached,DW - Circular,FALSE
MC8328805,ROCKVILLE,20852,609900,614900,630900,GROSVENOR PK TOWNH CODM,SOLD,2,6/2/2014,9,9,3,3,220,,,2267,Townhouse,"Assigned, Drvwy/Off Str",FALSE
MC8303949,ROCKVILLE,20854,605000,624750,602000,POTOMAC WOODS,SOLD,2,6/2/2014,18,18,3,4,,,9055,0,Detached,Drvwy/Off Str,FALSE
MC8301435,BROOKEVILLE,20833,550000,550000,547000,BROOKVILLE KNOLLS,SOLD,2,6/2/2014,13,13,4,4,,,10164,2700,Detached,Garage,TRUE
MC8316219,ROCKVILLE,20852,525000,525000,525000,MIDTOWN BETHESDA NORTH C,SOLD,2,6/2/2014,12,12,2,2,769,,,1421,Hi-Rise 9+ Floors,Garage,TRUE
MC8270904,ROCKVILLE,20850,524900,529900,512000,DECOVERLY ADVENTURE,SOLD,2,6/2/2014,32,32,4,3,,105,2280,2808,Attach/Row Hse,"Garage, Drvwy/Off Str",TRUE
MC8306736,SILVER SPRING,20904,520000,520000,520000,SHERWOOD FOREST MANOR,SOLD,2,6/2/2014,0,0,4,7,,,25519,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8323834,SILVER SPRING,20910,479000,479000,500000,TAKOMA PARK,SOLD,2,6/2/2014,4,4,2,3,,,9093,1144,Detached,"Free, Street",FALSE
MC8302433,MONTGOMERY VILLAGE,20886,475000,490000,475000,FAIRIDGE,SOLD,2,6/2/2014,24,24,4,4,,326.5,9758,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8273119,GERMANTOWN,20876,465000,465000,445000,SENECA CROSSING,SOLD,2,6/2/2014,15,15,3,4,,125,10731,0,Detached,Garage,TRUE
MC8341077,ROCKVILLE,20852,439000,439000,435000,EDSON PARK CODM,SOLD,2,6/2/2014,3,3,3,2,188,,,1217,Garden 1-4 Floors,"Assigned, Unassigned",FALSE
MC8322635,GAITHERSBURG,20878,435000,435000,435000,CROSS GREEN CODM,SOLD,2,6/2/2014,16,16,3,3,179.7,90,,2300,Townhouse,Garage,TRUE
MC8301658,GERMANTOWN,20874,430000,439000,423000,KINGSVIEW VILLAGE,SOLD,2,6/2/2014,48,48,4,3,,87,1600,0,Townhouse,Garage,TRUE
MC8298320,SILVER SPRING,20906,429900,429900,420000,FOXHALL,SOLD,2,6/2/2014,25,25,3,5,,,10419,0,Detached,"Concrete Driveway, Drvwy/Off Str",FALSE
MC8302923,SILVER SPRING,20904,399000,450000,380000,SPRINGBROOK TERRACE,SOLD,2,6/2/2014,42,42,3,4,,,12359,2464,Detached,"Drvwy/Off Str, Garage",TRUE
MC8308016,SILVER SPRING,20901,374900,374900,370000,WHEATON OUT RES. (2),SOLD,2,6/2/2014,7,7,2,3,,,11200,1650,Detached,DW - Circular,FALSE
MC8314766,SILVER SPRING,20906,369000,369000,355000,TIVOLI,SOLD,2,6/2/2014,9,9,4,4,,92,2874,0,Townhouse,"Assigned, Drvwy/Off Str",FALSE
MC8334597,SILVER SPRING,20902,365000,365000,360000,FOREST ESTATES,SOLD,2,6/2/2014,6,6,4,3,,206.09,1539,0,Townhouse,Assigned,FALSE
MC8283243,CLARKSBURG,20871,359900,359900,351000,HIGHLANDS AT CLARKSBURG,SOLD,2,6/2/2014,25,25,3,3,,67,1470,2000,Townhouse,Garage,TRUE
MC8334747,GERMANTOWN,20874,329750,329750,345000,CHURCHILL TOWN SECTOR,SOLD,2,6/2/2014,5,5,3,3,,45,4904,2206,Detached,"Drvwy/Off Str, Garage",TRUE
MC8324282,GAITHERSBURG,20879,240000,240000,240000,MEADOWVALE,SOLD,2,6/2/2014,5,5,3,3,,70,2500,1820,Townhouse,Unassigned,FALSE
MC8277584,SILVER SPRING,20910,198500,208000,195000,THAYER TOWERS,SOLD,2,6/2/2014,42,42,2,2,544,,,969,Mid-Rise 5-8 Floors,Gen Comm Elem,FALSE
MC8285871,GERMANTOWN,20874,190000,190000,188000,ASHMORE @ GERMANTOWN COD,SOLD,2,6/2/2014,21,21,2,2,336.27,,,1147,Garden 1-4 Floors,Assigned,FALSE
MC8307096,GAITHERSBURG,20886,164900,164900,165000,MCKENDREE,SOLD,2,6/2/2014,9,9,3,4,,316.68,741,1188,Attach/Row Hse,"Assigned, Unassigned",FALSE
MC8325945,CHEVY CHASE,20815,160000,160000,155000,RIVERIA OF CHEVY CHASE,SOLD,2,6/2/2014,11,11,1,0,399.33,,,362,Hi-Rise 9+ Floors,"Assigned, Garage",TRUE
MC8276741,SILVER SPRING,20906,123000,123000,125000,ROSSMOOR MUTUAL #19B,SOLD,2,6/2/2014,60,60,2,2,426,,,1222,Garden 1-4 Floors,Assigned,FALSE
MC8308353,SILVER SPRING,20906,59500,59500,55000,MONTGOMERY MUTUAL COOP,SOLD,2,6/2/2014,19,19,1,1,707,,,800,Garden 1-4 Floors,"Prk Space Cnvys, Unassigned, Free, On-site Prk/Rent, Asphalt Driveway, Handicap Parking, Permit Required",FALSE
MC8279246,BETHESDA,20817,4200000,4200000,4000000,BRADLEY HILLS GROVE,SOLD,2,6/2/2014,26,26,7,5,,,30755,8800,Detached,"Garage, Garage Door Opener",TRUE
MC8323291,BETHESDA,20817,1949000,1949000,1885000,BRADMOOR,SOLD,2,6/2/2014,22,22,6,6,,,9833,0,Detached,"Garage Door Opener, Concrete Driveway, Garage",TRUE
MC8296836,OLNEY,20832,1088000,1088000,1050000,RESERVE AT FAIR HILL,SOLD,2,6/2/2014,32,32,5,6,,406,20523,6952,Detached,Garage,TRUE
MC8297587,BETHESDA,20816,1025000,1025000,992000,SPRINGFIELD,SOLD,2,6/2/2014,34,34,5,4,,,8205,2900,Detached,Garage,TRUE
MC8324639,BETHESDA,20816,989000,989000,1175000,WESTGATE,SOLD,2,6/2/2014,4,4,4,4,,,6454,0,Detached,Garage,TRUE
MC8296058,ROCKVILLE,20850,939000,939000,905500,LAKEWOOD GLEN,SOLD,2,6/2/2014,30,30,4,4,,0,42911,2820,Detached,Garage,TRUE
MC8314986,POTOMAC,20854,900000,900000,917102.73,FOX HILLS,SOLD,2,6/2/2014,7,7,4,5,,,14704,0,Detached,Garage,TRUE
MC8305394,ROCKVILLE,20852,879000,879000,881000,NORTH FARM,SOLD,2,6/2/2014,3,3,4,5,,,14027,0,Detached,"Garage, Asphalt Driveway",TRUE
MC8139069,BETHESDA,20817,849000,925000,790000,CARDEROCK SPRINGS,SOLD,2,6/2/2014,247,247,4,4,,,11049,3000,Detached,Garage,TRUE
MC8340802,BETHESDA,20814,787000,787000,787000,WILDWOOD MANOR,SOLD,2,6/2/2014,0,0,4,4,,,9182,2528,Detached,Drvwy/Off Str,FALSE
MC8305531,GAITHERSBURG,20878,774900,774900,774900,KENTLANDS HILL DISTRICT,SOLD,2,6/2/2014,2,2,3,4,,111.99,5040,0,Detached,Garage,TRUE
MC8310306,POTOMAC,20854,700000,750000,700000,POTOMAC COMMONS,SOLD,2,6/2/2014,21,21,3,4,,,10500,2700,Detached,Garage,TRUE
MC8281638,NORTH BETHESDA,20852,699900,749000,650000,OLD GEORGETOWN VILL CODM,SOLD,2,6/2/2014,62,62,3,3,888,,,1920,Mid-Rise 5-8 Floors,Garage,TRUE
MC8285319,SILVER SPRING,20902,675000,675000,675000,FOREST GROVE,SOLD,2,6/2/2014,19,19,3,3,,,15000,2783,Detached,"DW - Circular, Garage",TRUE
MC8303652,GAITHERSBURG,20879,674900,674900,660000,GOSHEN ESTATES,SOLD,2,6/2/2014,32,32,4,4,,,42245,4763,Detached,"Faces Side, Drvwy/Off Str, Garage, Paved Driveway, Garage Door Opener",TRUE
MC8290781,GAITHERSBURG,20878,659000,659000,645000,CROWN POINTE,SOLD,2,6/2/2014,13,13,4,3,,318,2154,0,Townhouse,Garage,TRUE
MC8205651,SILVER SPRING,20906,639900,628157,671065,LAYHILL OVERLOOK,SOLD,2,6/2/2014,160,160,4,4,,98,8980,3380,Detached,"Garage, Drvwy/Off Str",TRUE
MC8329460,KENSINGTON,20895,629000,629000,629000,WARNERS ADD KENSINGTON,SOLD,2,6/2/2014,8,8,2,3,,,6000,0,Detached,DW - Circular,FALSE
MC8328805,ROCKVILLE,20852,609900,614900,630900,GROSVENOR PK TOWNH CODM,SOLD,2,6/2/2014,9,9,3,3,220,,,2267,Townhouse,"Assigned, Drvwy/Off Str",FALSE
MC8303949,ROCKVILLE,20854,605000,624750,602000,POTOMAC WOODS,SOLD,2,6/2/2014,18,18,3,4,,,9055,0,Detached,Drvwy/Off Str,FALSE
MC8301435,BROOKEVILLE,20833,550000,550000,547000,BROOKVILLE KNOLLS,SOLD,2,6/2/2014,13,13,4,4,,,10164,2700,Detached,Garage,TRUE
MC8316219,ROCKVILLE,20852,525000,525000,525000,MIDTOWN BETHESDA NORTH C,SOLD,2,6/2/2014,12,12,2,2,769,,,1421,Hi-Rise 9+ Floors,Garage,TRUE
MC8270904,ROCKVILLE,20850,524900,529900,512000,DECOVERLY ADVENTURE,SOLD,2,6/2/2014,32,32,4,3,,105,2280,2808,Attach/Row Hse,"Garage, Drvwy/Off Str",TRUE
MC8306736,SILVER SPRING,20904,520000,520000,520000,SHERWOOD FOREST MANOR,SOLD,2,6/2/2014,0,0,4,7,,,25519,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8323834,SILVER SPRING,20910,479000,479000,500000,TAKOMA PARK,SOLD,2,6/2/2014,4,4,2,3,,,9093,1144,Detached,"Free, Street",FALSE
MC8302433,MONTGOMERY VILLAGE,20886,475000,490000,475000,FAIRIDGE,SOLD,2,6/2/2014,24,24,4,4,,326.5,9758,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8273119,GERMANTOWN,20876,465000,465000,445000,SENECA CROSSING,SOLD,2,6/2/2014,15,15,3,4,,125,10731,0,Detached,Garage,TRUE
MC8341077,ROCKVILLE,20852,439000,439000,435000,EDSON PARK CODM,SOLD,2,6/2/2014,3,3,3,2,188,,,1217,Garden 1-4 Floors,"Assigned, Unassigned",FALSE
MC8322635,GAITHERSBURG,20878,435000,435000,435000,CROSS GREEN CODM,SOLD,2,6/2/2014,16,16,3,3,179.7,90,,2300,Townhouse,Garage,TRUE
MC8301658,GERMANTOWN,20874,430000,439000,423000,KINGSVIEW VILLAGE,SOLD,2,6/2/2014,48,48,4,3,,87,1600,0,Townhouse,Garage,TRUE
MC8298320,SILVER SPRING,20906,429900,429900,420000,FOXHALL,SOLD,2,6/2/2014,25,25,3,5,,,10419,0,Detached,"Concrete Driveway, Drvwy/Off Str",FALSE
MC8302923,SILVER SPRING,20904,399000,450000,380000,SPRINGBROOK TERRACE,SOLD,2,6/2/2014,42,42,3,4,,,12359,2464,Detached,"Drvwy/Off Str, Garage",TRUE
MC8308016,SILVER SPRING,20901,374900,374900,370000,WHEATON OUT RES. (2),SOLD,2,6/2/2014,7,7,2,3,,,11200,1650,Detached,DW - Circular,FALSE
MC8314766,SILVER SPRING,20906,369000,369000,355000,TIVOLI,SOLD,2,6/2/2014,9,9,4,4,,92,2874,0,Townhouse,"Assigned, Drvwy/Off Str",FALSE
MC8334597,SILVER SPRING,20902,365000,365000,360000,FOREST ESTATES,SOLD,2,6/2/2014,6,6,4,3,,206.09,1539,0,Townhouse,Assigned,FALSE
MC8283243,CLARKSBURG,20871,359900,359900,351000,HIGHLANDS AT CLARKSBURG,SOLD,2,6/2/2014,25,25,3,3,,67,1470,2000,Townhouse,Garage,TRUE
MC8334747,GERMANTOWN,20874,329750,329750,345000,CHURCHILL TOWN SECTOR,SOLD,2,6/2/2014,5,5,3,3,,45,4904,2206,Detached,"Drvwy/Off Str, Garage",TRUE
MC8324282,GAITHERSBURG,20879,240000,240000,240000,MEADOWVALE,SOLD,2,6/2/2014,5,5,3,3,,70,2500,1820,Townhouse,Unassigned,FALSE
MC8277584,SILVER SPRING,20910,198500,208000,195000,THAYER TOWERS,SOLD,2,6/2/2014,42,42,2,2,544,,,969,Mid-Rise 5-8 Floors,Gen Comm Elem,FALSE
MC8285871,GERMANTOWN,20874,190000,190000,188000,ASHMORE @ GERMANTOWN COD,SOLD,2,6/2/2014,21,21,2,2,336.27,,,1147,Garden 1-4 Floors,Assigned,FALSE
MC8307096,GAITHERSBURG,20886,164900,164900,165000,MCKENDREE,SOLD,2,6/2/2014,9,9,3,4,,316.68,741,1188,Attach/Row Hse,"Assigned, Unassigned",FALSE
MC8325945,CHEVY CHASE,20815,160000,160000,155000,RIVERIA OF CHEVY CHASE,SOLD,2,6/2/2014,11,11,1,0,399.33,,,362,Hi-Rise 9+ Floors,"Assigned, Garage",TRUE
MC8276741,SILVER SPRING,20906,123000,123000,125000,ROSSMOOR MUTUAL #19B,SOLD,2,6/2/2014,60,60,2,2,426,,,1222,Garden 1-4 Floors,Assigned,FALSE
MC8308353,SILVER SPRING,20906,59500,59500,55000,MONTGOMERY MUTUAL COOP,SOLD,2,6/2/2014,19,19,1,1,707,,,800,Garden 1-4 Floors,"Prk Space Cnvys, Unassigned, Free, On-site Prk/Rent, Asphalt Driveway, Handicap Parking, Permit Required",FALSE
MC8312730,BETHESDA,20816,1195000,1195000,1240000,WOODACRES,SOLD,2,6/3/2014,2,2,5,5,,,8056,3044,Detached,Garage,TRUE
MC8316590,POTOMAC,20854,989000,989000,965000,GLEN OAKS,SOLD,2,6/3/2014,18,18,4,5,,,15583,3619,Detached,"Garage, Off Site Parking, Garage Door Opener, Paved Driveway",TRUE
MC8264102,NORTH POTOMAC,20878,949000,949000,923000,ESWORTHY PARK,SOLD,2,6/3/2014,55,196,4,5,,,87120,0,Detached,Garage,TRUE
MC8296325,BETHESDA,20817,889000,925000,827500,ALTA VISTA,SOLD,2,6/3/2014,20,20,4,4,,,8641,2062,Detached,Drvwy/Off Str,FALSE
MC8311411,BETHESDA,20814,837000,837000,837000,GLENWOOD,SOLD,2,6/3/2014,10,10,3,3,,,7058,0,Detached,Garage,TRUE
MC8290230,OLNEY,20832,825000,825000,810000,BARNSLEY MANOR ESTATES,SOLD,2,6/3/2014,8,8,6,5,,57.5,16513,4044,Detached,Garage,TRUE
MC8327749,GAITHERSBURG,20878,769000,769000,782000,DUFIEF MILL,SOLD,2,6/3/2014,5,5,4,4,,113.5,12934,3718,Detached,Garage,TRUE
MC8307268,BOYDS,20841,725000,749900,705000,KINGS CROSSING,SOLD,2,6/3/2014,28,28,4,5,,63,9496,5892,Detached,Garage,TRUE
MC8337738,POOLESVILLE,20837,719000,719000,685000,TAMA,SOLD,2,6/3/2014,10,10,5,5,,,34418,0,Detached,Garage,TRUE
MC8292906,GAITHERSBURG,20882,685000,685000,677500,GOSHEN ESTATES,SOLD,2,6/3/2014,37,37,4,5,,,72544,5138,Detached,"Drvwy/Off Str, Garage",TRUE
MC8315292,GERMANTOWN,20874,665000,665000,640000,CEDAR CREEK ESTATES,SOLD,2,6/3/2014,29,29,4,4,,,89734,3573,Detached,Garage,TRUE
MC8324028,NORTH POTOMAC,20878,629000,629000,585000,DUFIEF,SOLD,2,6/3/2014,15,15,4,5,,165,14151,0,Detached,Garage,TRUE
MC8309905,BOYDS,20841,618888,618888,610000,KINGS CROSSING,SOLD,2,6/3/2014,3,3,3,4,,63,12561,2984,Detached,Garage,TRUE
MC8314633,SILVER SPRING,20901,469000,469000,469000,INDIAN SPRING PARK,SOLD,2,6/3/2014,17,17,2,3,,0,6250,1800,Detached,Street,FALSE
MC8332373,ROCKVILLE,20851,419900,419900,430000,ST MARYS PARK,SOLD,2,6/3/2014,3,3,3,5,,,7500,2260,Detached,Drvwy/Off Str,FALSE
MC8314059,ROCKVILLE,20855,418900,418900,410000,MILL CREEK TOWNE,SOLD,2,6/3/2014,9,9,3,4,,,20937,0,Detached,"Carport, Paved Driveway, Faces Front",FALSE
MC8325764,GAITHERSBURG,20886,398000,398000,398000,THE POINTS,SOLD,2,6/3/2014,8,8,3,4,,106.56,11755,2169,Detached,Garage,TRUE
MC8321348,GAITHERSBURG,20878,379900,379900,374000,AMBERFIELD,SOLD,2,6/3/2014,6,6,4,4,,227,1800,0,Attach/Row Hse,"Free, Unassigned",FALSE
MC8320647,ROCKVILLE,20852,348000,348000,348000,GABLES OF TUCKERMAN CODM,SOLD,2,6/3/2014,15,15,2,2,359,355,,996,Garden 1-4 Floors,Unassigned,FALSE
MC8334330,ROCKVILLE,20851,339000,339000,339000,TWINBROOK FOREST,SOLD,2,6/3/2014,6,6,2,4,,,7024,0,Detached,"Street, Paved Driveway",FALSE
MC8318523,GERMANTOWN,20874,329950,329950,327500,CHURCHILL TWN SECTOR TH,SOLD,2,6/3/2014,12,12,4,4,,80,1760,0,Townhouse,Gen Comm Elem,FALSE
MC8265291,DAMASCUS,20872,317500,325000,317500,GREEN HILLS,SOLD,2,6/3/2014,85,85,3,3,,,15021,0,Detached,"Garage, Drvwy/Off Str, Garage Door Opener, Shared Driveway",TRUE
MC8289622,SILVER SPRING,20906,265000,265000,255000,VANTAGE POINT EAST @ LEI,SOLD,2,6/3/2014,58,170,2,2,580,,,1335,Hi-Rise 9+ Floors,"Garage, Covered Parking, Drvwy/Off Str",TRUE
MC8304522,GAITHERSBURG,20886,249000,249000,245000,WATKINS MILL,SOLD,2,6/3/2014,20,20,3,3,,188,2500,0,Townhouse,Assigned,FALSE
MC8332704,GERMANTOWN,20874,239900,234900,223888,CHURCHILL TWN SECTOR TH,SOLD,2,6/3/2014,13,13,3,4,,78,880,0,Back-to-Back,Free,FALSE
MC8316126,GERMANTOWN,20874,225000,239000,215000,VILLAGE AT TOWN CENTER C,SOLD,2,6/3/2014,26,26,2,2,250,0,,0,Townhouse,Garage,TRUE
MC8330159,SILVER SPRING,20906,179900,179900,179900,TURNBERRY COURTS AT LEIS,SOLD,2,6/3/2014,2,2,2,2,552,,,1092,Mid-Rise 5-8 Floors,"DW - Circular, Free, Unassigned, Faces Front, Additional Storage Area",FALSE
MC8314861,ROCKVILLE,20852,163900,163900,155000,WOODMONT SPRINGS,SOLD,2,6/3/2014,21,21,1,1,225,,,680,Garden 1-4 Floors,Unassigned,FALSE
MC8336384,SILVER SPRING,20906,99900,115000,102500,GRAND BEL MANOR,SOLD,2,6/3/2014,17,17,2,3,526,0,,1036,Garden 1-4 Floors,"Free, Unassigned",FALSE
MC8312730,BETHESDA,20816,1195000,1195000,1240000,WOODACRES,SOLD,2,6/3/2014,2,2,5,5,,,8056,3044,Detached,Garage,TRUE
MC8316590,POTOMAC,20854,989000,989000,965000,GLEN OAKS,SOLD,2,6/3/2014,18,18,4,5,,,15583,3619,Detached,"Garage, Off Site Parking, Garage Door Opener, Paved Driveway",TRUE
MC8264102,NORTH POTOMAC,20878,949000,949000,923000,ESWORTHY PARK,SOLD,2,6/3/2014,55,196,4,5,,,87120,0,Detached,Garage,TRUE
MC8296325,BETHESDA,20817,889000,925000,827500,ALTA VISTA,SOLD,2,6/3/2014,20,20,4,4,,,8641,2062,Detached,Drvwy/Off Str,FALSE
MC8311411,BETHESDA,20814,837000,837000,837000,GLENWOOD,SOLD,2,6/3/2014,10,10,3,3,,,7058,0,Detached,Garage,TRUE
MC8290230,OLNEY,20832,825000,825000,810000,BARNSLEY MANOR ESTATES,SOLD,2,6/3/2014,8,8,6,5,,57.5,16513,4044,Detached,Garage,TRUE
