ML#,City,State,Zip 4,Zip Code,List Price,Original List Price,Close Price,Advertised Subdivision,Legal Subdivision,Status,Close Date,DOMM,DOMP,Baths All,Baths Half,Baths Full,Bedrooms,Condo Coop Fee,Cooling,Dining Kitchen,Farm,Fireplaces,Heating,HOA,HOA Fee,Lot Sqft,Total Square Footage,Townhouse Type,Type,Parking
MC8199523,BETHESDA,MD,1822,20816,1875000,1950000,1850000,WESTMORELAND HILLS,WESTMORELAND HILLS,SOLD,1/3/2014,30,30,5,1,4,6,,Central Air Conditioning,"Breakfast Room, Fam Rm Off Kit, Kit-Breakfast Bar, Kit-Island, Sep Dining Rm",FALSE,2,Forced Air,FALSE,,7207,5000,,Detached,Garage
MC8035220,CHEVY CHASE,MD,5441,20815,1850000,1950000,1630000,SOMERSET HEIGHTS,SOMERSET HEIGHTS,SOLD,1/13/2014,224,224,4,0,4,6,,Central Air Conditioning,"Sep Dining Rm, Eat-In Kitchen",FALSE,2,Forced Air,FALSE,,19713,4199,,Detached,Garage
MC8330957,POTOMAC,MD,1239,20854,1850000,1850000,1700000,MARWOOD,MARWOOD,SOLD,6/27/2014,10,10,6,2,4,5,,"Central Air Conditioning, Heat Pump(s)","Breakfast Room, Fam Rm Off Kit, Kit-Country, Sep Dining Rm, Eat-In Kitchen, Butlers Pantry, Gourmet",FALSE,1,Forced Air,TRUE,208,52982,5914,,Detached,"Garage, Garage Door Opener"
MC8201749,BETHESDA,MD,4839,20817,1849000,1849000,1780000,COHASSET,COHASSET,SOLD,1/15/2014,35,35,7,1,6,6,,"Central Air Conditioning, Zoned","Breakfast Room, Butlers Pantry, Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Island, Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,2,"Forced Air, Zoned",FALSE,,9297,6743,,Detached,Garage
MC8310005,CHEVY CHASE,MD,6621,20815,1845000,1845000,1825000,KENWOOD,KENWOOD,SOLD,6/23/2014,38,38,4,0,4,4,,Central Air Conditioning,"Breakfast Room, Sep Dining Rm",FALSE,1,Hot Water,FALSE,,13465,0,,Detached,Garage
MC8211437,BETHESDA,MD,2306,20816,1825000,1825000,1800000,GLEN MAR PARK,GLEN MAR PARK,SOLD,3/6/2014,74,74,5,1,4,5,,"Central Air Conditioning, Zoned","Kit-Family Combo, Kit-Island, Sep Dining Rm, Eat-In Kitchen",FALSE,1,"Forced Air, Zoned",FALSE,,9062,0,,Detached,"Garage, Drvwy/Off Str"
MC8235882,BETHESDA,MD,3115,20816,1825000,1825000,1800000,GLEN ECHO HEIGHTS,GLEN ECHO HEIGHTS,SOLD,3/25/2014,51,51,6,1,5,6,,"Ceiling Fan(s), Attic Fan, Central Air Conditioning, ENERGY STAR Cooling System, Programmable Thermostat, Zoned","Breakfast Room, Fam Rm Off Kit, Kit-Breakfast Bar, Kit-Island, Sep Dining Rm, Eat-In Kitchen",FALSE,1,"90% Forced Air, ENERGY STAR Heating System, Forced Air, Humidifier, Programmable Thermostat, Zoned",FALSE,,12000,0,,Detached,"DW - Circular, Garage, Paved Driveway, Street, Asphalt Driveway"
MC8272077,BETHESDA,MD,2308,20814,1799000,1799000,1800000,EDGEMOOR,EDGEMOOR,SOLD,4/4/2014,4,4,5,1,4,5,,Central Air Conditioning,"Fam Rm Off Kit, Gourmet, Kit-Island, Sep Dining Rm, Breakfast nook, Kit-Breakfast Bar",FALSE,2,Forced Air,FALSE,,6366,3184,,Detached,Drvwy/Off Str
MC8276148,BETHESDA,MD,2609,20814,1799000,1799000,1799000,BETHESDA OUT RES. (1),BETHESDA OUT RES. (1),SOLD,3/31/2014,1,1,6,1,5,6,,"Attic Fan, Ceiling Fan(s), Central Air Conditioning, Dehumidifier, ENERGY STAR Cooling System, Programmable Thermostat","Breakfast Room, Kit-Family Combo, Kit-Island, Kit-Table Space, Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,2,"90% Forced Air, Central, ENERGY STAR Heating System, Programmable Thermostat, Forced Air",FALSE,,7589,0,,Detached,"Garage, Paved Driveway, Concrete Driveway"
MC8275216,BETHESDA,MD,2609,20814,1797000,1797000,1797000,BETHESDA OUT RES. (1),BETHESDA OUT RES. (1),SOLD,4/9/2014,2,2,6,1,5,6,,"Attic Fan, Central Air Conditioning, Ceiling Fan(s), ENERGY STAR Cooling System, Dehumidifier, Programmable Thermostat","Gourmet, Kit-Breakfast Bar, Kit-Family Combo, Kit-Island, Kit-Table Space, Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,2,"90% Forced Air, Central, ENERGY STAR Heating System, Programmable Thermostat",FALSE,,10671,0,,Detached,"Garage, Paved Driveway, Street, Faces Front, Garage Door Opener, Concrete Driveway"
MC8038704,BETHESDA,MD,2349,20816,1795000,1825000,1775000,GLEN MAR PARK,GLEN MAR PARK,SOLD,5/19/2014,290,290,5,1,4,5,,"Central Air Conditioning, Zoned","Breakfast Room, Kit-Breakfast Bar, Kit-Family Combo, Sep Dining Rm",FALSE,1,"Forced Air, Zoned",FALSE,,8626,5178,,Detached,Garage
MC8178091,BETHESDA,MD,2142,20816,1795000,1795000,1775000,GLEN ECHO HEIGHTS,GLEN ECHO HEIGHTS,SOLD,1/15/2014,51,51,6,1,5,6,,Central Air Conditioning,"Kit-Island, Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,2,"Forced Air, Humidifier, Programmable Thermostat",FALSE,,12075,5672,,Detached,"Garage, Paved Driveway, Garage Door Opener, Faces Front"
MC8197933,CHEVY CHASE,MD,3428,20815,1795000,1839000,1700000,CHEVY CHASE SEC 2,CHEVY CHASE SEC 2,SOLD,1/6/2014,41,41,5,1,4,6,,Central Air Conditioning,"Kit-Breakfast Bar, Sep Dining Rm",FALSE,1,Radiator,FALSE,,7500,0,,Detached,"Garage, Drvwy/Off Str, Paved Driveway, Under Home Parking, Garage Door Opener"
MC8252981,BETHESDA,MD,2002,20817,1795000,1795000,1760000,BURNING TREE ESTATES,BURNING TREE ESTATES,SOLD,3/27/2014,38,38,7,1,6,7,,Central Air Conditioning,"2nd Kitchen, Breakfast Room, Butlers Pantry, Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Island, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,2,Forced Air,FALSE,,24240,0,,Detached,"DW - Circular, Garage"
MC8251316,CHEVY CHASE,MD,5159,20815,1789000,1789000,1680000,CHEVY CHASE SEC 4,CHEVY CHASE SEC 4,SOLD,5/16/2014,66,66,6,1,5,6,,"Central Air Conditioning, Ceiling Fan(s)","Fam Rm Off Kit, Kit-Breakfast Bar, Kit-Family Combo, Sep Dining Rm",FALSE,2,"Central, Forced Air",FALSE,,8223,0,,Detached,"Garage, Drvwy/Off Str"
MC8336955,CHEVY CHASE,MD,4912,20815,1789000,1789000,1675000,CHEVY CHASE SEC 5-A,CHEVY CHASE SEC 5-A,SOLD,6/24/2014,23,23,6,1,5,6,,"Ceiling Fan(s), Central Air Conditioning","Kit-Island, Kit-Family Combo, Kit-Country, Kit-Breakfast Bar, Gourmet, Fam Rm Off Kit, Breakfast Room",FALSE,4,Forced Air,FALSE,,6550,0,,Detached,"Garage, Drvwy/Off Str, Under Home Parking, Faces Front, Garage Door Opener, Additional Storage Area, Concrete Driveway"
MC8210844,CHEVY CHASE,MD,4904,20815,1780000,1780000,1780000,CHEVY CHASE SEC 5-A,CHEVY CHASE SEC 5-A,SOLD,1/10/2014,10,10,5,1,4,5,,Central Air Conditioning,"Gourmet, Kit-Island, Sep Dining Rm, Kit-Family Combo, Kit-Table Space",FALSE,3,Forced Air,FALSE,,12769,0,,Detached,Drvwy/Off Str
MC8281993,POTOMAC,MD,4266,20854,1775000,1775000,1760000,MCAULEY PARK,MCAULEY PARK,SOLD,5/9/2014,9,9,5,1,4,4,,"Central Air Conditioning, Zoned","Kit-Island, Kit-Table Space, Gourmet, Butlers Pantry, Breakfast Room, Sep Dining Rm",FALSE,4,"Forced Air, Zoned",FALSE,,24300,6449,,Detached,Garage
MC8233472,POTOMAC,MD,5433,20854,1750000,1750000,1630000,AVENEL,AVENEL,SOLD,1/6/2014,15,15,7,2,5,6,,"Central Air Conditioning, Zoned","Fam Rm Off Kit, Gourmet, Kit-Country, Kit-Island, Sep Dining Rm",FALSE,1,"Forced Air, Zoned",TRUE,293,14201,0,,Detached,"Garage, Drvwy/Off Str"
MC8272363,BETHESDA,MD,6078,20814,1750000,1750000,1800000,LIONSGATE AT WOODMONT CO,LIONSGATE AT WOODMONT CO,SOLD,3/18/2014,21,21,3,1,2,3,1654.6,Heat Pump(s),"Breakfast Room, Kit-Breakfast Bar, Kit-Island",FALSE,0,Heat Pump(s),TRUE,0,,2593,,Hi-Rise 9+ Floors,Garage
MC8276775,POTOMAC,MD,1902,20854,1750000,1750000,1670000,POTOMAC OUTSIDE,POTOMAC OUTSIDE,SOLD,6/17/2014,52,52,5,1,4,5,,"Central Air Conditioning, Zoned","Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Country, Kit-Island, Kit-Table Space, Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,2,"Forced Air, Zoned",FALSE,,41107,0,,Detached,"DW - Circular, Garage, Faces Side, Faces Front, Asphalt Driveway"
MC8277405,BETHESDA,MD,6901,20817,1750000,1750000,1750000,POTOMAC OUTSIDE,POTOMAC OUTSIDE,SOLD,5/1/2014,3,3,7,1,6,6,,Central Air Conditioning,"Fam Rm Off Kit, Gourmet, Kit-Table Space, Sep Dining Rm",FALSE,4,Forced Air,FALSE,,87120,0,,Detached,"Private 1-10 Spaces, Garage"
MC8279910,CHEVY CHASE,MD,4412,20815,1750000,1750000,1750000,SOMERSET HOUSE,SOMERSET HOUSE CODM,SOLD,2/26/2014,0,0,3,1,2,2,1674,Heat Pump(s),"Butlers Pantry, Gourmet, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,0,Heat Pump(s),FALSE,,,2064,,Hi-Rise 9+ Floors,Garage
MC8357331,CHEVY CHASE,MD,,20815,1750000,1750000,1800000,SOMERSET HOUSE 2 CODM,SOMERSET HOUSE 2 CODM,SOLD,6/20/2014,0,0,3,1,2,2,1890,Central Air Conditioning,"Breakfast Room, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,,2442,,Hi-Rise 9+ Floors,Garage
MC8214893,GLEN ECHO,MD,1006,20812,1749000,1749000,1000000,GLEN ECHO,GLEN ECHO,SOLD,2/14/2014,7,7,2,1,1,1,,None,Other,FALSE,0,None,FALSE,,25447,6200,,House of Worship,Private 11+ Spaces
MC8182452,POTOMAC,MD,2067,20854,1745000,1795000,1600000,BEDFORDSHIRE,BEDFORDSHIRE,SOLD,2/3/2014,90,90,5,1,4,5,,"Central Air Conditioning, Zoned, Ceiling Fan(s)","Kit-Island, Kit-Table Space, Kit-Breakfast Bar, Gourmet, Sep Dining Rm",FALSE,2,"Forced Air, Zoned",TRUE,90,31945,7074,,Detached,Garage
MC8299311,POTOMAC,MD,1219,20854,1700000,1700000,1590000,LAKE POTOMAC,BEALLMOUNT GROVE,SOLD,6/16/2014,34,34,6,1,5,7,,"Central Air Conditioning, Zoned","2nd Kitchen, Fam Rm Off Kit, Sep Dining Rm, Kit-Table Space, Kit-Island, Breakfast nook",FALSE,2,"Forced Air, Zoned",FALSE,,87120,10685,,Detached,Garage
MC8254217,POTOMAC,MD,4457,20854,1695900,1695900,1665000,KENTSDALE ESTATES,KENTSDALE ESTATES,SOLD,6/9/2014,75,76,5,1,4,4,,Central Air Conditioning,"Breakfast Room, Sep Dining Rm",FALSE,2,Forced Air,TRUE,600,20373,0,,Detached,Garage
MC8197931,POTOMAC,MD,1522,20854,1695000,1795000,1575000,GREAT FALLS ESTATES,GREAT FALLS ESTATES,SOLD,2/25/2014,87,87,7,2,5,5,,Central Air Conditioning,"2nd Kitchen, Breakfast Room, Gourmet, Kitchenette, Sep Dining Rm",FALSE,3,Forced Air,FALSE,,96268,0,,Detached,"DW - Circular, Garage, Garage Door Opener, Paved Driveway"
MC8316414,CHEVY CHASE,MD,3908,20815,1695000,1695000,1625000,ROLLINGWOOD,ROLLINGWOOD,SOLD,5/29/2014,25,25,5,1,4,5,,"Zoned, Central Air Conditioning","Kit-Country, Sep Dining Rm, Eat-In Kitchen, Kit-Table Space",FALSE,1,"Forced Air, Zoned",FALSE,,33335,0,,Detached,"Garage, Drvwy/Off Str, DW - Circular, Paved Driveway"
MC8339374,BETHESDA,MD,1927,20817,1695000,1695000,1675000,POTOMAC OUTSIDE,POTOMAC OUTSIDE,SOLD,6/12/2014,3,3,4,0,4,5,,"Central Air Conditioning, Zoned","Breakfast Room, Gourmet, Kit-Breakfast Bar, Kit-Island, Sep Dining Rm",FALSE,2,"Heat Pump(s), Forced Air, Zoned",FALSE,,58844,5780,,Detached,"Carport, Drvwy/Off Str, Paved Driveway, Private 1-10 Spaces"
MC8288416,CHEVY CHASE,MD,5226,20815,1675000,1675000,1709000,NORWOOD HEIGHTS,NORWOOD HEIGHTS,SOLD,5/15/2014,9,9,6,1,5,5,,"Central Air Conditioning, Zoned","Gourmet, Kit-Island, Kit-Family Combo",FALSE,1,"Central, Humidifier, Zoned",FALSE,,6250,0,,Detached,Garage
MC8297091,CHEVY CHASE,MD,6063,20815,1675000,1775000,1625000,NORWOOD HEIGHTS,NORWOOD HEIGHTS,SOLD,6/27/2014,46,46,5,1,4,5,,Central Air Conditioning,"Fam Rm Off Kit, Sep Dining Rm",TRUE,1,"Forced Air, Zoned",FALSE,,6682,4198,,Detached,Drvwy/Off Str
MC8270756,BETHESDA,MD,4734,20814,1650000,1650000,1650000,ROSEDALE PARK,ROSEDALE PARK,SOLD,3/20/2014,0,0,6,1,5,6,,"Central Air Conditioning, Ceiling Fan(s)","Butlers Pantry, Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Family Combo, Kit-Island, Kit-Living Combo, Breakfast nook",FALSE,2,Floor Furnace,FALSE,,6308,0,,Detached,"Garage, Drvwy/Off Str"
MC8177737,BETHESDA,MD,4751,20814,1649000,1740000,1570000,COLUMBIA FOREST,COLUMBIA FOREST,SOLD,3/12/2014,126,126,6,1,5,6,,"Central Air Conditioning, Zoned","Breakfast Room, Butlers Pantry, Gourmet, Kit-Family Combo, Kit-Island, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,1,"Zoned, Forced Air",FALSE,,7391,0,,Detached,"Garage, Drvwy/Off Str, Street"
MC8273651,BETHESDA,MD,3503,20814,1629000,1629000,1606000,WESTBORO,WESTBORO,SOLD,5/7/2014,32,32,5,1,4,5,,Central Air Conditioning,"Breakfast Room, Butlers Pantry, Gourmet, Kit-Breakfast Bar, Kit-Table Space, Sep Dining Rm",FALSE,1,"Forced Air, Zoned",FALSE,,5087,0,,Detached,"Garage, Drvwy/Off Str, Paved Driveway, Street, Permit Required, Concrete Driveway, Garage Door Opener, Faces Front"
MC9004011,BETHESDA,MD,4611,20814,1620000,1699000,1606000,WEST CH CH HEIGHTS,WEST CHEVY CHASE HEIGHTS,SOLD,3/31/2014,105,105,6,1,5,6,,"Central Air Conditioning, Zoned, Ceiling Fan(s)","Butlers Pantry, Gourmet, Kit-Island, Fam Rm Off Kit, Kit-Breakfast Bar, Sep Dining Rm",FALSE,1,"Forced Air, Zoned",FALSE,0,6098,5496,,Detached,"Drvwy/Off Str, Garage, Concrete Driveway"
MC8178957,POTOMAC,MD,1356,20854,1600000,1600000,1585000,POTOMAC VIEW ESTS,POTOMAC VIEW ESTS,SOLD,3/21/2014,99,171,5,1,4,6,,Central Air Conditioning,"Gourmet, Kit-Island, Kit-Table Space",FALSE,1,"Forced Air, Zoned",FALSE,,94961,0,,Detached,Garage
MC8079947,CHEVY CHASE,MD,,20815,1595000,1795000,1348300,CHEVY CHASE,CHEVY CHASE COMMONS,SOLD,3/31/2014,243,243,5,1,4,5,,Central Air Conditioning,"Breakfast Room, Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Country, Kit-Dining Combo, Kit-Island, Kit-Table Space, Breakfast nook, Eat-In Kitchen",FALSE,2,Forced Air,TRUE,1600,11866,0,,Detached,"Garage, Faces Front, Garage Door Opener, Concrete Driveway"
MC8175093,BETHESDA,MD,2221,20816,1595000,1650000,1565000,FORT SUMNER,FORT SUMNER,SOLD,3/7/2014,131,180,8,1,7,6,,"Ceiling Fan(s), Central Air Conditioning, Programmable Thermostat, Other","Butlers Pantry, Breakfast Room, Gourmet, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,3,"Zoned, ENERGY STAR Heating System, Forced Air, Programmable Thermostat",FALSE,,15150,0,,Detached,"Drvwy/Off Str, Garage"
MC8200323,SPENCERVILLE,MD,9743,20868,1595000,1599900,1450000,COLESVILLE OUTSIDE,COLESVILLE OUTSIDE,SOLD,2/4/2014,65,179,7,2,5,6,,Central Air Conditioning,"Sep Dining Rm, Kit-Island, Kit-Table Space",FALSE,1,Heat Pump(s),FALSE,,0,11782,,Detached,"Garage, DW - Circular, Paved Driveway, Street, Faces Side, Garage Door Opener, Asphalt Driveway"
MC8274040,BETHESDA,MD,2450,20816,1595000,1595000,1715000,SUMNER,SUMNER,SOLD,3/24/2014,0,0,6,1,5,6,,Central Air Conditioning,"Gourmet, Breakfast nook, Eat-In Kitchen",FALSE,3,Forced Air,FALSE,,15598,0,,Detached,"Drvwy/Off Str, Garage"
MC8205135,POTOMAC,MD,5441,20854,1588000,1588000,1450000,AVENEL,AVENEL,SOLD,3/31/2014,104,104,6,2,4,5,,Central Air Conditioning,"Gourmet, Kit-Breakfast Bar, Kit-Island, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,2,Forced Air,TRUE,306,21549,0,,Detached,"Brick Driveway, Garage"
MC8262753,POTOMAC,MD,1114,20854,1575000,1575000,1505000,LAKE POTOMAC,LAKE POTOMAC,SOLD,4/9/2014,15,15,5,1,4,5,,"Ceiling Fan(s), Central Air Conditioning, Heat Pump(s)","Breakfast Room, Gourmet, Kit-Island, Kit-Table Space, Sep Dining Rm, Fam Rm Off Kit, Eat-In Kitchen",FALSE,3,"Forced Air, Heat Pump(s)",FALSE,,207346,6261,,Detached,"DW - Circular, Garage"
MC8079122,BETHESDA,MD,2339,20814,1559000,1559000,1500000,EDGEMOOR,EDGEMOOR,SOLD,4/29/2014,15,60,5,0,5,5,,"Central Air Conditioning, Heat Pump(s), Zoned","Gourmet, Kit-Family Combo, Sep Dining Rm",FALSE,2,Zoned,FALSE,,6512,3511,,Detached,"Garage, Garage Door Opener, Concrete Driveway"
MC8265946,CHEVY CHASE,MD,5445,20815,1550000,1550000,1550000,SOMERSET HEIGHTS,SOMERSET HEIGHTS,SOLD,2/4/2014,0,0,4,0,4,5,,Central Air Conditioning,"Breakfast Room, Sep Dining Rm",FALSE,2,Forced Air,FALSE,,15300,0,,Detached,"Drvwy/Off Str, Garage, Gravel Driveway"
MC8287801,CHEVY CHASE,MD,4429,20815,1550000,1550000,1550000,SOMERSET HOUSE 2 CODM,SOMERSET HOUSE 2 CODM,SOLD,3/12/2014,0,0,3,1,2,2,1890,Central Air Conditioning,"Breakfast Room, Sep Dining Rm",FALSE,0,"Forced Air, Heat Pump(s)",FALSE,,,2442,,Hi-Rise 9+ Floors,Garage
MC8148196,POTOMAC,MD,1000,20854,1500000,1549900,1485000,DARNESTOWN OUTSIDE,DARNESTOWN OUTSIDE,SOLD,2/27/2014,138,138,8,2,6,6,,"Ceiling Fan(s), Central Air Conditioning, Programmable Thermostat, Zoned","Breakfast Room, Butlers Pantry, Gourmet, Kit-Breakfast Bar, Kit-Island, Sep Dining Rm",FALSE,3,"Heat Pump(s), Programmable Thermostat, Zoned",FALSE,,103237,5442,,Detached,"Garage, Drvwy/Off Str"
MC8167219,POTOMAC,MD,6350,20854,1500000,1800000,1378100,GLEN MILL KNOLLS,PT ROCKVILLE OUT RES. 3,SOLD,1/31/2014,112,112,8,2,6,6,,"Central Air Conditioning, Ceiling Fan(s)","Breakfast Room, Butlers Pantry, Gourmet, Kit-Island",FALSE,2,Forced Air,TRUE,1350,30210,0,,Detached,Garage
MC8243444,CHEVY CHASE,MD,4452,20815,1500000,1500000,1500000,PARC SOMERSET CODM,PARC SOMERSET CODM,SOLD,1/6/2014,0,0,2,0,2,1,1232,Heat Pump(s),Eat-In Kitchen,FALSE,1,Heat Pump(s),FALSE,,,1657,,Hi-Rise 9+ Floors,Garage
MC8300264,BETHESDA,MD,3538,20817,1500000,1500000,1509850,SONOMA,SONOMA,SOLD,6/12/2014,0,0,6,1,5,6,,"Central Air Conditioning, Programmable Thermostat, Zoned",Gourmet,FALSE,1,90% Forced Air,FALSE,,10149,0,,Detached,Off Site Parking
MC8301713,POTOMAC,MD,4454,20854,1500000,1500000,1500000,POTOMAC OUTSIDE,POTOMAC OUTSIDE,SOLD,3/31/2014,0,0,7,1,6,6,,"Ceiling Fan(s), Central Air Conditioning","Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Table Space, Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,3,Forced Air,FALSE,,40466,0,,Detached,Garage
MC8328813,BETHESDA,MD,4500,20817,1500000,1500000,1450000,POTOMAC OUTSIDE,POTOMAC OUTSIDE,SOLD,6/9/2014,14,14,6,1,5,6,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,2,"Baseboard, Hydronic Radiant Floors",FALSE,,92347,0,,Detached,"DW - Circular, Garage, Asphalt Driveway"
MC8348905,BETHESDA,MD,6206,20817,1500000,1500000,1500000,PINEVIEW,PINEVIEW,SOLD,6/20/2014,5,5,5,1,4,5,,"Central Air Conditioning, Zoned","Breakfast Room, Butlers Pantry, Gourmet, Kit-Island",FALSE,2,"Forced Air, Zoned",FALSE,,8848,5312,,Detached,"Drvwy/Off Str, Garage"
MC8360195,CHEVY CHASE,MD,5542,20815,1500000,1500000,1590000,SOMERSET HEIGHTS,SOMERSET HEIGHTS,SOLD,5/28/2014,0,0,4,1,3,4,,Central Air Conditioning,"Kit-Breakfast Bar, Gourmet, Breakfast Room, Sep Dining Rm",FALSE,2,Forced Air,FALSE,,9109,0,,Detached,Garage
MC8197751,CHEVY CHASE,MD,5058,20815,1499900,1499900,1480000,CHEVY CHASE SEC 4-B,CHEVY CHASE SEC 4-B,SOLD,2/28/2014,53,53,5,1,4,5,,"Central Air Conditioning, Zoned","Kit-Family Combo, Kit-Island, Kit-Breakfast Bar, Kit-Table Space, Sep Dining Rm",FALSE,2,Forced Air,FALSE,,8052,0,,Detached,"Garage, Drvwy/Off Str, Heated"
MC8252197,CHEVY CHASE,MD,5402,20815,1499900,1690000,1375000,CHEVY CHASE GARDENS,CHEVY CHASE GARDENS,SOLD,4/4/2014,47,47,5,0,5,6,,"Central Air Conditioning, Zoned","Kit-Breakfast Bar, Sep Dining Rm, Kit-Family Combo",FALSE,2,"Forced Air, Central, Zoned",FALSE,,16863,0,,Detached,"DW - Circular, Garage, Drvwy/Off Str"
MC8067345,BETHESDA,MD,,20817,1499000,1499000,1526063,RIVER QUARRY,RIVER QUARRY,SOLD,1/30/2014,56,56,5,1,4,5,,"Central Air Conditioning, Programmable Thermostat, Zoned","Breakfast Room, Kit-Island, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,1,"Forced Air, Programmable Thermostat, Zoned",TRUE,275,5958,5377,,Detached,Garage
MC8199656,BETHESDA,MD,6924,20817,1499000,1499000,1588974,RIVER QUARRY,RIVER QUARRY,SOLD,6/27/2014,72,72,5,1,4,5,,"Central Air Conditioning, Programmable Thermostat, Zoned","Breakfast Room, Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Island, Kit-Table Space, Sep Dining Rm, Breakfast nook",FALSE,2,"Forced Air, Programmable Thermostat, Zoned",TRUE,275,7779,5250,,Detached,"Drvwy/Off Str, Garage, Garage Door Opener, Concrete Driveway"
MC8234615,BETHESDA,MD,5516,20817,1499000,1550000,1450000,WILLARD'S CREST,BETHESDA OUT RES. (1),SOLD,5/19/2014,35,35,6,2,4,5,,"Central Air Conditioning, Ceiling Fan(s), Zoned","Breakfast Room, Gourmet, Fam Rm Off Kit, Sep Dining Rm",FALSE,4,"Forced Air, Zoned",FALSE,,9514,5752,,Detached,"Drvwy/Off Str, Garage"
MC8249322,BETHESDA,MD,3513,20814,1499000,1499000,1475000,BETHESDA OUT RES.(2),BETHESDA OUT RES.(2),SOLD,2/28/2014,0,0,6,1,5,6,,"Central Air Conditioning, Programmable Thermostat, ENERGY STAR Cooling System","Breakfast Room, Gourmet, Kit-Island, Fam Rm Off Kit, Sep Dining Rm",FALSE,1,"90% Forced Air, Forced Air, Programmable Thermostat, ENERGY STAR Heating System",FALSE,,5205,4386,,Detached,"Garage, Garage Door Opener, Concrete Driveway"
MC8252386,BETHESDA,MD,2457,20817,1499000,1499000,1436000,WYNGATE,WYNGATE,SOLD,2/20/2014,0,0,5,1,4,5,,"Central Air Conditioning, ENERGY STAR Cooling System, Programmable Thermostat, Zoned","Breakfast Room, Butlers Pantry, Fam Rm Off Kit, Gourmet, Kit-Island, Sep Dining Rm",FALSE,1,"90% Forced Air, ENERGY STAR Heating System, Programmable Thermostat, Zoned",FALSE,,8183,5301,,Detached,"Garage, Concrete Driveway, Garage Door Opener"
MC8268117,BETHESDA,MD,2435,20814,1499000,1499000,1400000,BATTERY PARK,BATTERY PARK,SOLD,4/1/2014,5,5,3,0,3,5,,Central Air Conditioning,"Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Island, Sep Dining Rm",FALSE,1,"Forced Air, Other",FALSE,,9456,3000,,Detached,"Drvwy/Off Str, Garage, Paved Driveway, Garage Door Opener"
MC8326367,CHEVY CHASE,MD,4004,20815,1499000,1499000,1504000,ROLLINGWOOD,ROLLINGWOOD,SOLD,6/27/2014,10,10,5,1,4,5,,"Central Air Conditioning, Ceiling Fan(s)","Gourmet, Kit-Island, Kit-Breakfast Bar, Sep Dining Rm, Breakfast nook",FALSE,1,"Forced Air, Programmable Thermostat, Zoned",FALSE,,8217,0,,Detached,Garage
MC8198313,POTOMAC,MD,1941,20854,1495000,1595000,1450000,POTOMAC OUTSIDE,POTOMAC OUTSIDE,SOLD,5/8/2014,185,185,5,0,5,6,,"Central Air Conditioning, Heat Pump(s), Programmable Thermostat, Zoned","Breakfast Room, Fam Rm Off Kit, Gourmet, Kit-Island, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,5,"Heat Pump(s), Forced Air, Zoned, Programmable Thermostat",FALSE,,76007,4788,,Detached,"DW - Circular, Garage"
MC8273456,CHEVY CHASE,MD,3434,20815,1495000,1495000,1595000,CHEVY CHASE SEC 1,CHEVY CHASE SEC 1,SOLD,4/25/2014,3,3,5,1,4,5,,"Central Air Conditioning, Zoned","Breakfast Room, Kit-Island, Sep Dining Rm",FALSE,2,Forced Air,FALSE,,7500,0,,Detached,Garage
MC8276225,CHEVY CHASE,MD,5175,20815,1495000,1595000,1463500,CHEVY CHASE SEC 4,CHEVY CHASE SEC 4,SOLD,6/17/2014,49,49,5,2,3,6,,Zoned,"Breakfast Room, Butlers Pantry, Fam Rm Off Kit, Gourmet, Kit-Family Combo, Kit-Island, Eat-In Kitchen",FALSE,1,Radiator,FALSE,,7803,0,,Detached,Garage
MC8300759,GLEN ECHO,MD,1017,20812,1495000,1495000,1475000,GLEN ECHO,GLEN ECHO,SOLD,4/28/2014,0,0,4,2,2,5,,Central Air Conditioning,"Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Island, Sep Dining Rm, Breakfast nook",FALSE,2,"Radiator, Heat Pump(s)",FALSE,,8931,3285,,Detached,Drvwy/Off Str
